Time_Index,MIDAT_conventional_hydroelectric_1,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7,SE_CCGT-H2,MIDAT_CCGT-H2,NE_CCGT-H2,SE_OCGT-H2,MIDAT_OCGT-H2,NE_OCGT-H2,SE_Large_SMR_Non_CCS,MIDAT_Large_SMR_Non_CCS,NE_Large_SMR_Non_CCS,SE_Large_SMR_wCCS_96pct,MIDAT_Large_SMR_wCCS_96pct,NE_Large_SMR_wCCS_96pct,SE_ATR_wCCS_94pct,MIDAT_ATR_wCCS_94pct,NE_ATR_wCCS_94pct,SE_Solvent_DAC,MIDAT_Solvent_DAC,NE_Solvent_DAC,SE_Sorbent_DAC,MIDAT_Sorbent_DAC,NE_Sorbent_DAC,SE_BECCS_Electricity_Herb,MIDAT_BECCS_Electricity_Herb,NE_BECCS_Electricity_Herb,SE_BECCS_Electricity_Wood,MIDAT_BECCS_Electricity_Wood,NE_BECCS_Electricity_Wood,SE_BECCS_H2_Herb,MIDAT_BECCS_H2_Herb,NE_BECCS_H2_Herb,SE_BECCS_H2_Wood,MIDAT_BECCS_H2_Wood,NE_BECCS_H2_Wood,SE_Bio_Gasoline_Herb,MIDAT_Bio_Gasoline_Herb,NE_Bio_Gasoline_Herb,SE_Bio_Gasoline_Wood,MIDAT_Bio_Gasoline_Wood,NE_Bio_Gasoline_Wood,SE_Bio_FT_Herb,MIDAT_Bio_FT_Herb,NE_Bio_FT_Herb,SE_Bio_FT_Wood,MIDAT_Bio_FT_Wood,NE_Bio_FT_Wood,SE_BECCS_FT_Herb,MIDAT_BECCS_FT_Herb,NE_BECCS_FT_Herb,SE_BECCS_FT_Wood,MIDAT_BECCS_FT_Wood,NE_BECCS_FT_Wood,SE_Bio_NaturalGas_Herb,MIDAT_Bio_NaturalGas_Herb,NE_Bio_NaturalGas_Herb,SE_Bio_NaturalGas_Wood,MIDAT_Bio_NaturalGas_Wood,NE_Bio_NaturalGas_Wood,SE_BECCS_NaturalGas_Herb,MIDAT_BECCS_NaturalGas_Herb,NE_BECCS_NaturalGas_Herb,SE_BECCS_NaturalGas_Wood,MIDAT_BECCS_NaturalGas_Wood,NE_BECCS_NaturalGas_Wood,SE_Synthetic_NaturalGas,MIDAT_Synthetic_NaturalGas,NE_Synthetic_NaturalGas,SE_Synthetic_FT,MIDAT_Synthetic_FT,NE_Synthetic_FT
238,0.30754028,0.378815414,0.30754028,0,0.579463554,0.362565722,0.579463554,0,0.139000638,0.139000638,0,0.284658253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677553498,0.510012318,0.694704635,0.630095328,0.547515123,0.712902769,0.651618331,0.645872196,0.713307228,0.52706664,0.347414535,0.182299922,0.200576156,0.726464834,0.347465673,0.372864966,0.468763256,0.531470849,0.409583744,0.18829336,0.61354916,0.544048066,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
239,0.30775496,0.383411932,0.30775496,0,0.579575356,0.31230829,0.579575356,0,0.139027931,0.139027931,0,0.232989341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662203014,0.502350274,0.720103685,0.618013328,0.51587469,0.715706619,0.643149577,0.632311119,0.742706768,0.521455475,0.29078127,0.249895196,0.176146546,0.716411992,0.315503422,0.325921312,0.442323616,0.482986289,0.370497399,0.137461939,0.574547484,0.451586392,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
240,0.307968632,0.401896239,0.307968632,0,0.579652029,0.26904393,0.579652029,0,0.139054918,0.139054918,0,0.217821822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652014839,0.49791932,0.738588708,0.604089967,0.496317766,0.712966289,0.652638006,0.61556448,0.714318987,0.521937869,0.235937505,0.325066141,0.183991791,0.70910126,0.310091752,0.22850772,0.377115635,0.437549928,0.339213174,0.109106152,0.498349568,0.349881401,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
241,0.308188553,0.428032122,0.308188553,0,0.579737878,0.241809578,0.579737878,0,0.139051943,0.139051943,0,0.120672666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633287787,0.504417566,0.74608506,0.612582094,0.517257512,0.712252956,0.661679374,0.603725009,0.734291362,0.55144299,0.217089159,0.374190614,0.201558346,0.702366487,0.377394356,0.146964461,0.350386113,0.390169792,0.264326792,0.112520788,0.369572863,0.312322546,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
242,0.308393511,0.443551851,0.308393511,0,0.579818733,0.225854667,0.579818733,0,0.139046118,0.139046118,0,0.172152013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589780868,0.510815068,0.750333305,0.5936769,0.567479944,0.713370531,0.6750134,0.573088744,0.724104228,0.590040927,0.207709119,0.379558556,0.22816817,0.695417885,0.434204624,0.101340943,0.31145044,0.356691192,0.222194269,0.122049337,0.359423168,0.277403502,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
243,0.308606481,0.446773319,0.308606481,0,0.579910109,0.206462429,0.579910109,0,0.139073411,0.139073411,0,0.187432408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531374097,0.503935108,0.752427149,0.572628138,0.596295392,0.715320853,0.683632255,0.542321649,0.777583549,0.599203232,0.2369862,0.359043467,0.243140524,0.696730669,0.460960161,0.051648502,0.233512259,0.337623951,0.18727892,0.12132741,0.291898474,0.217583469,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
244,0.308820152,0.465359258,0.308820152,0,0.579965011,0.182259073,0.579965011,0.001785326,0.139099406,0.139099406,0,0.258114874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004903569,0.001043107,0,0,0,0.498450716,0.490012314,0.750035118,0.57841913,0.599330453,0.720820285,0.686677958,0.496853578,0.795976466,0.601702728,0.261489701,0.390933694,0.272775284,0.698400353,0.471942015,0.021478012,0.175518794,0.32367728,0.10349416,0.10637664,0.152955818,0.199860814,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
245,0.309034833,0.485150003,0.309034833,0.021148051,0.580069548,0.175872523,0.580069548,0.053309378,0.139097423,0.139097423,0.006364496,0.192844167,0,0.003758457,0.003189985,0,0,0.02207019,0.012473913,0,0.079553354,0.05941386,0.073898587,0.001183725,0.01919156,0.031052168,0.009396218,0.063684209,0.066244613,0.097563384,0.06370497,0.015226836,0.079675784,0.016518097,0.497507282,0.46489062,0.73959023,0.536991383,0.562955769,0.726495663,0.677814045,0.484861012,0.804818107,0.613117682,0.293889312,0.429984512,0.300141512,0.698583246,0.476873513,0.011164194,0.132094269,0.296694903,0.059398343,0.133460245,0.056593845,0.156815119,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
246,0.30923808,0.495664221,0.30923808,0.182774989,0.580147865,0.146859392,0.580147865,0.208678406,0.139124716,0.139124716,0.134237374,0.147078931,0.066532112,0.225572844,0.187075598,0.015837892,0.018363945,0.242977721,0.229057789,0.04414482,0.480404852,0.350975706,0.400216676,0.029214017,0.157736078,0.295960898,0.148920339,0.252994588,0.271073229,0.355912423,0.213168198,0.085306909,0.439377115,0.083520557,0.469724026,0.434786524,0.721701195,0.475719797,0.552779858,0.711879815,0.660998077,0.515817667,0.754573826,0.596825957,0.302033462,0.441175457,0.338234395,0.686076216,0.500182558,0.018305599,0.084006228,0.212948244,0.029980739,0.149120401,0.023589782,0.090292618,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
247,0.309437003,0.431912695,0.309437003,0.366512366,0.580232071,0.140876397,0.580232071,0.321091808,0.139150405,0.139150405,0.365346022,0.06071559,0.309027973,0.682301231,0.598713852,0.044884766,0.091827528,0.47471103,0.558066748,0.13665351,0.642170175,0.627925056,0.678288188,0.059299202,0.326327986,0.589872546,0.357656338,0.431400982,0.455222047,0.496535754,0.275179353,0.185656435,0.487512338,0.120894125,0.420816046,0.32011304,0.56116423,0.502032355,0.528578503,0.487420368,0.409881053,0.501210488,0.393206209,0.387844948,0.164944624,0.418227918,0.36163229,0.543790034,0.457996582,0.020383736,0.017779103,0.136526614,0,0.211653542,0.001941052,0.041629846,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
248,0.309666432,0.405208432,0.309666432,0.466348501,0.580342851,0.137639837,0.580342851,0.405165401,0.139177698,0.139177698,0.473994265,0.022914387,0.439886901,0.859904546,0.790289728,0.097151549,0.139985059,0.571220217,0.660735474,0.198722753,0.690994642,0.769727873,0.631245145,0.1053814,0.465994227,0.714268162,0.432821781,0.674302419,0.663868879,0.544055634,0.410728329,0.243668243,0.599350314,0.206041439,0.352521407,0.2076233,0.331012296,0.470044599,0.492625672,0.493357681,0.325709188,0.462569384,0.374291204,0.376488246,0.115430305,0.379707385,0.331704402,0.545831036,0.401044011,0.040797932,0.044673947,0.102290213,0,0.223534077,0.007345802,0.046234779,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
249,0.30985493,0.408112871,0.30985493,0.553360382,0.580422836,0.165329267,0.580422836,0.480463943,0.139176021,0.139176021,0.541544657,0.02131651,0.45127896,0.915445652,0.866812087,0.189881219,0.193831364,0.666249517,0.701867232,0.280181385,0.792029332,0.823663254,0.712973351,0.188354984,0.605856794,0.75843149,0.513297904,0.746001325,0.769476996,0.567846016,0.621788697,0.323109002,0.848821163,0.258819134,0.358941528,0.211843798,0.322509957,0.414050393,0.480442153,0.50026076,0.374581395,0.413167796,0.450513,0.453425312,0.162663157,0.343062966,0.311138558,0.577992472,0.418801225,0.079641186,0.080524918,0.099194398,0.010705371,0.275019532,0.06031509,0.071424203,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
250,0.310091311,0.430113506,0.310091311,0.583225102,0.580533616,0.201897644,0.580533616,0.524646506,0.139170196,0.139170196,0.597109668,0.045329295,0.495062358,0.93171675,0.868442879,0.340745212,0.250893235,0.723977488,0.756957491,0.345919204,0.826617768,0.819654779,0.784879968,0.263445084,0.662504698,0.767464393,0.460575504,0.75629858,0.754709821,0.607805227,0.612137269,0.42067219,0.842570457,0.22258276,0.380359271,0.205711408,0.328863702,0.408490917,0.471960609,0.497852678,0.342519983,0.366271119,0.482150887,0.523675046,0.215901799,0.331067296,0.314257798,0.628978382,0.455948276,0.188965314,0.158082817,0.132444432,0.087100599,0.289719262,0.14533796,0.145128866,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
251,0.310288523,0.455720158,0.310288523,0.574599907,0.580587896,0.250796891,0.580587896,0.530058992,0.139196191,0.139196191,0.635244901,0.084299244,0.519362062,0.928597816,0.827737665,0.458029444,0.292905263,0.775657519,0.801553082,0.419768577,0.812829095,0.821740798,0.82426459,0.28772711,0.650523695,0.767534355,0.375312141,0.722046403,0.702947832,0.622437497,0.440795615,0.484642998,0.784030128,0.236097568,0.420251109,0.223746974,0.352491699,0.356635023,0.471368625,0.524620777,0.317358171,0.355487645,0.5163552,0.613045541,0.312353089,0.316496664,0.325734349,0.679155702,0.491709198,0.358440309,0.265663272,0.190697163,0.217981503,0.292407033,0.300291227,0.234557657,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
252,0.310517953,0.497228881,0.310517953,0.572030212,0.580679248,0.309970413,0.580679248,0.508407351,0.139223178,0.139223178,0.655742773,0.049973246,0.457912423,0.919653138,0.774562598,0.561753175,0.331304867,0.811357853,0.809402252,0.521777568,0.812055814,0.812104582,0.787529443,0.364819026,0.608403628,0.763275181,0.33385496,0.71173419,0.714002076,0.558751342,0.430031433,0.475809469,0.721427645,0.281768749,0.482568679,0.251865331,0.390340751,0.292307284,0.466807886,0.55472245,0.341429542,0.344318571,0.623074458,0.683247159,0.439276372,0.309605252,0.389018384,0.720768424,0.560430452,0.486197782,0.405808181,0.274374393,0.348453041,0.290437057,0.420176379,0.388211709,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
253,0.310708161,0.513051947,0.310708161,0.549242074,0.58075386,0.353468523,0.58075386,0.45711696,0.139221501,0.139221501,0.663973926,0.060617961,0.392256066,0.909581996,0.746730069,0.62272247,0.40661615,0.822791199,0.804994869,0.551469472,0.81448359,0.788721001,0.786755275,0.41242753,0.52773446,0.757010983,0.27675317,0.685661183,0.653308578,0.438956954,0.517792515,0.422854735,0.68416277,0.308320309,0.532695381,0.283220699,0.437936593,0.272565772,0.451502438,0.591805185,0.379426477,0.32650158,0.682766415,0.719566608,0.555061044,0.292131219,0.425006277,0.748783795,0.54984643,0.602958291,0.530237498,0.362030176,0.452443616,0.283935625,0.474141341,0.369024805,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
254,0.310944595,0.514190965,0.310944595,0.520737542,0.580837044,0.396953077,0.580837044,0.384424941,0.139247496,0.139247496,0.649496608,0.10919112,0.350949,0.882275387,0.725640431,0.586462555,0.444269943,0.798959826,0.810065086,0.561733341,0.796149562,0.773029518,0.791156382,0.408823736,0.482904907,0.730052976,0.224463733,0.708966614,0.597274828,0.311181908,0.478011642,0.351677927,0.549846716,0.326962084,0.543357256,0.306448639,0.484029893,0.247870891,0.447596274,0.632408535,0.430171896,0.316787232,0.746042936,0.752796285,0.649732345,0.258012036,0.475065965,0.754586592,0.48473471,0.662941125,0.623789556,0.429563635,0.546735209,0.298610362,0.571209078,0.368384702,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
255,0.311134803,0.517321618,0.311134803,0.460402894,0.580917029,0.430987751,0.580917029,0.293934703,0.139274483,0.139274483,0.628927853,0.107626714,0.324504876,0.849170745,0.679950871,0.580468622,0.461616482,0.755619743,0.797858716,0.57272342,0.701079861,0.700041794,0.78232904,0.327337101,0.413745275,0.690649233,0.17692775,0.653712045,0.494358127,0.204989502,0.365104608,0.281251363,0.430370121,0.22565909,0.545247662,0.334099377,0.515957939,0.22389877,0.431601535,0.673243262,0.493068091,0.306977069,0.779484707,0.752389452,0.688560284,0.247492695,0.53884788,0.750992456,0.411253628,0.672914097,0.693506325,0.477346338,0.594921325,0.320931762,0.5938977,0.379570926,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
256,0.311349528,0.500094116,0.311349528,0.363094281,0.581027809,0.457040401,0.581027809,0.227819471,0.139301776,0.139301776,0.587232611,0.051460456,0.258215954,0.779909232,0.623202895,0.587207072,0.509089685,0.687036316,0.688901575,0.552585293,0.568704023,0.610516898,0.632285071,0.211619886,0.317849619,0.58379384,0.131788824,0.525156554,0.386457597,0.128572974,0.277864188,0.245101951,0.342749316,0.166909553,0.522202845,0.35028728,0.540745672,0.207415808,0.416492272,0.706692935,0.559366279,0.300529586,0.792176191,0.7105346,0.694909649,0.215286992,0.498857091,0.759660083,0.42496887,0.668883775,0.706693354,0.502770417,0.602731096,0.352751754,0.591861647,0.42225832,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
257,0.311552731,0.493048328,0.311552731,0.212761549,0.581072816,0.476379412,0.581072816,0.116829949,0.139298495,0.139298495,0.456203648,0.00755595,0.19983798,0.567821038,0.458464322,0.539584498,0.504863911,0.442292412,0.478109983,0.498765573,0.321761947,0.32958677,0.327991958,0.131039266,0.165068211,0.370288404,0.079776562,0.275699028,0.18339992,0.063404022,0.119699809,0.128495922,0.202725948,0.115638898,0.492193435,0.382948397,0.571032112,0.206746869,0.40963057,0.724525544,0.635780252,0.273042388,0.798067433,0.721905071,0.663672537,0.197164676,0.464535634,0.758241988,0.476693749,0.645505868,0.697850555,0.501673337,0.625993149,0.397226011,0.556056007,0.415287775,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
