Time_Index,MIDAT_conventional_hydroelectric_1,MIDAT_onshore_wind_turbine_1,MIDAT_small_hydroelectric_1,MIDAT_solar_photovoltaic_1,NE_conventional_hydroelectric_1,NE_onshore_wind_turbine_1,NE_small_hydroelectric_1,NE_solar_photovoltaic_1,SE_conventional_hydroelectric_1,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,NE_offshorewind_class10_moderate_floating_1_1,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,MIDAT_utilitypv_class1_moderate_70_0_2_1,MIDAT_utilitypv_class1_moderate_70_0_2_2,MIDAT_utilitypv_class1_moderate_70_0_2_3,MIDAT_utilitypv_class1_moderate_70_0_2_4,MIDAT_utilitypv_class1_moderate_70_0_2_5,MIDAT_utilitypv_class1_moderate_70_0_2_6,MIDAT_utilitypv_class1_moderate_70_0_2_7,NE_utilitypv_class1_moderate_70_0_2_1,NE_utilitypv_class1_moderate_70_0_2_2,NE_utilitypv_class1_moderate_70_0_2_3,NE_utilitypv_class1_moderate_70_0_2_4,NE_utilitypv_class1_moderate_70_0_2_5,NE_utilitypv_class1_moderate_70_0_2_6,NE_utilitypv_class1_moderate_70_0_2_7,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8,MIDAT_landbasedwind_class4_moderate_70_1,MIDAT_landbasedwind_class4_moderate_70_2,MIDAT_landbasedwind_class4_moderate_70_3,MIDAT_landbasedwind_class4_moderate_70_4,MIDAT_landbasedwind_class4_moderate_70_5,MIDAT_landbasedwind_class4_moderate_70_6,MIDAT_landbasedwind_class4_moderate_70_7,NE_landbasedwind_class4_moderate_70_1,NE_landbasedwind_class4_moderate_70_2,NE_landbasedwind_class4_moderate_70_3,NE_landbasedwind_class4_moderate_70_4,NE_landbasedwind_class4_moderate_70_5,NE_landbasedwind_class4_moderate_70_6,NE_landbasedwind_class4_moderate_70_7,SE_CCGT-H2,MIDAT_CCGT-H2,NE_CCGT-H2,SE_OCGT-H2,MIDAT_OCGT-H2,NE_OCGT-H2,SE_Large_SMR_Non_CCS,MIDAT_Large_SMR_Non_CCS,NE_Large_SMR_Non_CCS,SE_Large_SMR_wCCS_96pct,MIDAT_Large_SMR_wCCS_96pct,NE_Large_SMR_wCCS_96pct,SE_ATR_wCCS_94pct,MIDAT_ATR_wCCS_94pct,NE_ATR_wCCS_94pct,SE_Solvent_DAC,MIDAT_Solvent_DAC,NE_Solvent_DAC,SE_Sorbent_DAC,MIDAT_Sorbent_DAC,NE_Sorbent_DAC,SE_BECCS_Electricity_Herb,MIDAT_BECCS_Electricity_Herb,NE_BECCS_Electricity_Herb,SE_BECCS_Electricity_Wood,MIDAT_BECCS_Electricity_Wood,NE_BECCS_Electricity_Wood,SE_BECCS_H2_Herb,MIDAT_BECCS_H2_Herb,NE_BECCS_H2_Herb,SE_BECCS_H2_Wood,MIDAT_BECCS_H2_Wood,NE_BECCS_H2_Wood,SE_Bio_Gasoline_Herb,MIDAT_Bio_Gasoline_Herb,NE_Bio_Gasoline_Herb,SE_Bio_Gasoline_Wood,MIDAT_Bio_Gasoline_Wood,NE_Bio_Gasoline_Wood,SE_Bio_FT_Herb,MIDAT_Bio_FT_Herb,NE_Bio_FT_Herb,SE_Bio_FT_Wood,MIDAT_Bio_FT_Wood,NE_Bio_FT_Wood,SE_BECCS_FT_Herb,MIDAT_BECCS_FT_Herb,NE_BECCS_FT_Herb,SE_BECCS_FT_Wood,MIDAT_BECCS_FT_Wood,NE_BECCS_FT_Wood,SE_Bio_NaturalGas_Herb,MIDAT_Bio_NaturalGas_Herb,NE_Bio_NaturalGas_Herb,SE_Bio_NaturalGas_Wood,MIDAT_Bio_NaturalGas_Wood,NE_Bio_NaturalGas_Wood,SE_BECCS_NaturalGas_Herb,MIDAT_BECCS_NaturalGas_Herb,NE_BECCS_NaturalGas_Herb,SE_BECCS_NaturalGas_Wood,MIDAT_BECCS_NaturalGas_Wood,NE_BECCS_NaturalGas_Wood,SE_Synthetic_NaturalGas,MIDAT_Synthetic_NaturalGas,NE_Synthetic_NaturalGas,SE_Synthetic_FT,MIDAT_Synthetic_FT,NE_Synthetic_FT
11,0.249490884,0.664481741,0.249490884,0.538133054,0.605087482,0.658735589,0.605087482,0.396803568,0.327742991,0.327742991,0.822887513,1,0.84082868,0.855251213,0.839217088,0.80251257,0.847263484,0.792382531,0.814411096,0.81095876,0.629954543,0.653954207,0.502297188,0.545894296,0.406562969,0.68613261,0.472619779,0.491241135,0.484185788,0.393664025,0.509196606,0.330082194,0.499872373,0.425712528,0.071949494,0.241855943,0.21420762,0.177625206,0.012487311,0.402950424,0.174674853,0.075935407,0.610742749,0.598556321,0.752157644,0.574916633,0.782685747,0.655970871,0.681475012,0.567565805,0.688931716,0.513472861,0.587050517,0.770319039,0.651872028,0.731087272,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
12,0.249490884,0.687399126,0.249490884,0.582518716,0.605087482,0.686606123,0.605087482,0.39054749,0.327742991,0.327742991,0.789180184,1,0.805477121,0.838998124,0.807995575,0.746747028,0.809232289,0.766768908,0.786917815,0.769493146,0.662113465,0.615567626,0.537124126,0.616525123,0.446413902,0.713464009,0.554971709,0.46929006,0.466461528,0.40639487,0.480209172,0.32769037,0.465097418,0.37891998,0.091052424,0.218625627,0.210489541,0.195495061,0.021566482,0.471425571,0.202364283,0.104311726,0.754072673,0.697444346,0.789189522,0.560434178,0.792665477,0.709818549,0.696063816,0.660160012,0.740779616,0.554194424,0.630457974,0.780828152,0.753586537,0.733966801,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
13,0.249490884,0.706886516,0.249490884,0.63582923,0.605087482,0.706073484,0.605087482,0.395575507,0.327742991,0.327742991,0.788837891,1,0.800830526,0.844927772,0.810740662,0.724383361,0.795984791,0.783361776,0.797442529,0.763380068,0.59864691,0.683915027,0.568132319,0.702210305,0.475821473,0.753005357,0.62958984,0.441153582,0.439273289,0.414938855,0.440126555,0.357800693,0.49940038,0.361571605,0.106700377,0.203208677,0.211453457,0.23364482,0.03275668,0.527991922,0.232069351,0.137034849,0.801762826,0.765097408,0.800899658,0.569369718,0.791162069,0.746673919,0.714969925,0.710487015,0.762812213,0.587978313,0.640335773,0.790709254,0.749220287,0.745087852,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
14,0.249490884,0.712369317,0.249490884,0.676555333,0.605087482,0.719429965,0.605087482,0.400612006,0.327742991,0.327742991,0.812420562,1,0.826700323,0.840807593,0.841764053,0.724735042,0.813044142,0.82599368,0.835325628,0.788634764,0.632820576,0.754893095,0.51776013,0.655939313,0.555058553,0.806075912,0.71740369,0.465852765,0.443436396,0.43183728,0.366041677,0.380074376,0.408360902,0.343173024,0.120786327,0.196976095,0.216941652,0.266145432,0.050001095,0.569402805,0.264070736,0.16856378,0.808545119,0.789507999,0.801083363,0.567189972,0.789069437,0.764389114,0.716635196,0.769940181,0.770913622,0.610365432,0.674225312,0.7931328,0.756612354,0.742199673,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
15,0.249490884,0.708922827,0.249490884,0.689710267,0.605087482,0.702121047,0.605087482,0.323514056,0.327742991,0.327742991,0.82470912,1,0.858237799,0.810900809,0.872381303,0.696421397,0.838985133,0.850741966,0.862680946,0.793969374,0.79822815,0.806124218,0.581243053,0.48098388,0.661526188,0.830817441,0.797788448,0.534220123,0.352749874,0.303976165,0.35586558,0.312355643,0.399466934,0.240506491,0.13879503,0.190406505,0.236971344,0.303313647,0.073562167,0.59512219,0.303206276,0.201661651,0.808613719,0.788569805,0.804920676,0.561964825,0.781134424,0.766085736,0.711600975,0.769256223,0.750490305,0.576699235,0.657872547,0.788039904,0.7819715,0.711167353,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
16,0.249490884,0.677521853,0.249490884,0.481151754,0.605087482,0.712163807,0.605087482,0.138957069,0.327742991,0.327742991,0.741286796,1,0.837816978,0.706257316,0.815436484,0.591560209,0.833625726,0.680963468,0.755393422,0.743234833,0.46495801,0.507556338,0.40339977,0.285394719,0.462042951,0.599152841,0.633291257,0.230637336,0.150816703,0.083323503,0.145073213,0.180139728,0.200963683,0.095849232,0.165915924,0.186270314,0.269594068,0.337020606,0.099936943,0.544047857,0.335664274,0.23597494,0.798990299,0.766852195,0.795994161,0.54755755,0.751825432,0.700282033,0.696685512,0.730744843,0.73109391,0.630457471,0.675429215,0.773769346,0.735876741,0.715891659,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
17,0.249490884,0.683390463,0.249490884,0.084590023,0.605087482,0.745349142,0.605087482,0.006379973,0.327742991,0.327742991,0.322941559,1,0.460134879,0.292594043,0.352742428,0.235224237,0.567883655,0.161792887,0.230928678,0.363462565,0.041870321,0.056675993,0.034722871,0.069928416,0.057289727,0.107241002,0.147396972,0.010305033,0.00440712,0,0.00261825,0.013872973,0.005003722,0.002347299,0.198167158,0.186549051,0.292304509,0.410138169,0.145290195,0.592263882,0.364008112,0.280482214,0.803846516,0.730388526,0.796882415,0.621862985,0.721928868,0.694883982,0.665655487,0.76836003,0.742486324,0.721682032,0.736836857,0.772844104,0.770103674,0.67376823,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
18,0.249490884,0.731111021,0.249490884,0,0.605087482,0.763960162,0.605087482,0,0.327742991,0.327742991,0.020369928,1,0.034902031,0.008273287,0.013153819,0.010650329,0.07982312,0,0,0.025592375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320062083,0.239699917,0.457006743,0.632265717,0.275966348,0.685334229,0.518431288,0.421243156,0.808042485,0.745112729,0.793796832,0.718751521,0.737453617,0.733010355,0.716694489,0.779678419,0.747385188,0.764224656,0.758578601,0.779354794,0.807906877,0.666323931,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
19,0.249490884,0.736661252,0.249490884,0,0.605087482,0.757719316,0.605087482,0,0.327742991,0.327742991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389578131,0.308231763,0.577796798,0.734690634,0.388323719,0.732671467,0.62062205,0.520920374,0.80658126,0.754120458,0.796076832,0.732609531,0.733171336,0.734490285,0.729305337,0.773624152,0.73600591,0.777846456,0.708684743,0.76973619,0.803870165,0.647495922,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
20,0.249490884,0.730996453,0.249490884,0,0.605087482,0.743189337,0.605087482,0,0.327742991,0.327742991,0,0.965225935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405547908,0.367514725,0.648599763,0.762252612,0.473195606,0.742592207,0.680120912,0.57732092,0.805714287,0.756005322,0.781949868,0.734917451,0.728500201,0.71615327,0.727308706,0.759533663,0.714899554,0.767637263,0.688554303,0.75443485,0.796894716,0.62898629,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
21,0.249490884,0.717856085,0.249490884,0,0.605087482,0.732552516,0.605087482,0,0.327742991,0.327742991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398931575,0.42498705,0.680697818,0.764717073,0.536872254,0.729282439,0.707191854,0.620239947,0.796656914,0.726842467,0.773074969,0.744431028,0.716133618,0.681723428,0.713997606,0.738275632,0.71045508,0.767478045,0.674031659,0.735846607,0.775232087,0.627524863,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
22,0.249490884,0.696461547,0.249490884,0,0.605087482,0.71430645,0.605087482,0,0.327742991,0.327742991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388306513,0.47519158,0.692117004,0.760602675,0.582950818,0.711965371,0.711543016,0.664067252,0.791602896,0.685161676,0.747161457,0.754897595,0.696515134,0.62912719,0.694562012,0.720169284,0.683108282,0.757315887,0.630521637,0.718959292,0.693083148,0.606700222,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
23,0.249490884,0.6683475,0.249490884,0,0.605087482,0.698589062,0.605087482,0,0.327742991,0.327742991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381964406,0.514298358,0.69158192,0.760006607,0.610144346,0.683157313,0.692262281,0.699716845,0.802421227,0.607210012,0.677838449,0.762168516,0.663900269,0.575345261,0.686883426,0.702813676,0.680308143,0.743463073,0.585506026,0.708725533,0.697639269,0.571877563,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
24,0.249490884,0.628395302,0.249490884,0,0.605087482,0.672538319,0.605087482,0,0.327742991,0.327742991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389588612,0.552623528,0.687232715,0.762279757,0.617911969,0.647496069,0.649396644,0.719504421,0.796401197,0.492427584,0.59716769,0.764676544,0.609162069,0.504398248,0.696647186,0.671751574,0.665732643,0.718269872,0.566661963,0.677246006,0.608527334,0.567501884,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
25,0.249490884,0.593092661,0.249490884,0,0.605087482,0.646289362,0.605087482,0,0.327742991,0.327742991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402677456,0.570782261,0.671562461,0.763632826,0.62150753,0.576423595,0.585067108,0.725738894,0.667144917,0.376236796,0.504905156,0.78063189,0.559991472,0.434795395,0.70824193,0.648524553,0.665466567,0.694881101,0.552877494,0.640901949,0.707096559,0.545970802,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
26,0.249490884,0.570706353,0.249490884,0,0.605087482,0.623160361,0.605087482,0,0.327742991,0.327742991,0,0.992987514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408338147,0.572177862,0.645470512,0.766668263,0.61838886,0.486313623,0.506050438,0.729529499,0.364328267,0.293299592,0.396048855,0.79406254,0.538409437,0.387939235,0.721042762,0.614350245,0.666943086,0.671646805,0.567315175,0.611134751,0.746899688,0.498541958,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
27,0.249490884,0.565026873,0.249490884,0,0.605087482,0.603597392,0.605087482,0,0.327742991,0.327742991,0,0.87796545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406855535,0.569756234,0.603729313,0.766847147,0.617425772,0.369632274,0.445209746,0.736613559,0.029985165,0.240985199,0.269498947,0.802311403,0.549691102,0.373251203,0.739474882,0.583119039,0.668059356,0.662373578,0.53822251,0.587626279,0.739694372,0.455765122,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
28,0.249490884,0.57872279,0.249490884,0,0.605087482,0.586319296,0.605087482,0,0.327742991,0.327742991,0,0.925121069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400382672,0.555920887,0.548023049,0.762175542,0.624850576,0.260494549,0.403496018,0.737605716,0.00325362,0.218081793,0.188768103,0.806213185,0.595756771,0.388925863,0.757129135,0.534249841,0.644257509,0.640836712,0.496327516,0.583799752,0.60449885,0.432037118,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
29,0.249490884,0.604153996,0.249490884,0,0.605087482,0.585420173,0.605087482,0,0.327742991,0.327742991,0,0.953953981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395336053,0.527464353,0.483938817,0.759123862,0.637570353,0.18139608,0.360839344,0.732138882,0.104038506,0.260718523,0.186740097,0.806750948,0.649944399,0.418468787,0.770207531,0.445154132,0.614249597,0.606005486,0.476544679,0.618047187,0.577110767,0.455400773,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
30,0.249490884,0.639404897,0.249490884,0,0.605087482,0.583704015,0.605087482,0.003273754,0.327742991,0.327742991,0,0.911526382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00937621,0.00146719,0,0,0,0.388581659,0.490470402,0.419155129,0.756914839,0.654263046,0.131490597,0.3250311,0.720037927,0.249716214,0.370667643,0.282192941,0.806487423,0.69198979,0.467452439,0.781022158,0.413828181,0.576444147,0.55830469,0.484915829,0.646885366,0.517027575,0.508314492,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
31,0.249490884,0.680627013,0.249490884,0.049574552,0.605087482,0.582390645,0.605087482,0.135224177,0.327742991,0.327742991,0.07802964,0.747565925,0.036566777,0.175311296,0.078386841,0.018657228,0.012567924,0.143733748,0.111909376,0.02327445,0.041554638,0.077419006,0.023421149,0.011418147,0.025684351,0.106083132,0.051449106,0.040625907,0.047715622,0.258179172,0.124382284,0.044658049,0.053085536,0.186375761,0.385923729,0.435626523,0.360298843,0.756557662,0.680096475,0.105199536,0.287148022,0.711317437,0.296690709,0.514880283,0.420479312,0.806062454,0.732285074,0.53053241,0.786734627,0.394992702,0.553810466,0.513121757,0.499394089,0.672029289,0.410085289,0.557071018,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
